genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1061	PA14_13000	VBIPseAer79785_1061	Q02SA1	1115532	1116506	-	975		Transcriptional regulator	FIG00001221	PLF_286_00005482	PGF_00058196			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1062	PA14_13010	VBIPseAer79785_1062	Q02SA0	1116682	1117461	-	780		Methionine ABC transporter substrate-binding protein	FIG00047509	PLF_286_00001202	PGF_00020731			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1063		VBIPseAer79785_1063		1117665	1117814	-	150		FIG00954022: hypothetical protein	FIG01605679	PLF_286_00005221	PGF_02996538			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1064	PA14_13030	VBIPseAer79785_1064	Q02S99	1117899	1119365	+	1467	cioA	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	FIG00132716	PLF_286_00000060	PGF_00420572	GO:0008827|cytochrome o ubiquinol oxidase activity;GO:0008827|cytochrome bo3 ubiquinol oxidase activity	1.10.3.-|With oxygen as acceptor	00965|Betalain biosynthesis
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1065	PA14_13040	VBIPseAer79785_1065	Q02S98	1119369	1120376	+	1008	cioB	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	FIG01263234	PLF_286_00000064	PGF_00420576	GO:0008827|cytochrome o ubiquinol oxidase activity;GO:0008827|cytochrome bo3 ubiquinol oxidase activity	1.10.3.-|With oxygen as acceptor	00965|Betalain biosynthesis
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1066	PA14_13050	VBIPseAer79785_1066	Q02S97	1120390	1120560	+	171		Cyanide insensitive terminal oxidase, putative subunit III	FIG00953380	PLF_286_00004854	PGF_00101034			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1067	PA14_13060	VBIPseAer79785_1067	Q02S96	1120835	1121668	-	834		Transcriptional regulator, AraC family	FIG00510130	PLF_286_00002284	PGF_00058955			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1068	PA14_13070	VBIPseAer79785_1068	Q02S95	1121725	1122906	+	1182		Probable MFS transporter	FIG01407028	PLF_286_00002515	PGF_00036833			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1069	PA14_13090	VBIPseAer79785_1069	Q02S94	1122963	1124138	-	1176		3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)	FIG01304812	PLF_286_00002556	PGF_00419705	GO:0003988|acetyl-CoA C-acyltransferase activity;GO:0003985|acetyl-CoA C-acetyltransferase activity	2.3.1.16|Acetyl-CoA C-acyltransferase;2.3.1.9|Acetyl-CoA C-acetyltransferase	00062|Fatty acid elongation in mitochondria;00071|Fatty acid metabolism;00280|Valine, leucine and isoleucine degradation;00281|Geraniol degradation;00362|Benzoate degradation via hydroxylation;00592|alpha-Linolenic acid metabolism;00642|Ethylbenzene degradation;00072|Synthesis and degradation of ketone bodies;00310|Lysine degradation;00380|Tryptophan metabolism;00620|Pyruvate metabolism;00630|Glyoxylate and dicarboxylate metabolism;00640|Propanoate metabolism;00650|Butanoate metabolism;00720|Reductive carboxylate cycle (CO2 fixation);00900|Terpenoid backbone biosynthesis
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1070	PA14_13110	VBIPseAer79785_1070	Q02S93	1124320	1126002	+	1683		Medium-chain-fatty-acid--CoA ligase (EC 6.2.1.-)	FIG01313263	PLF_286_00001604	PGF_00019469		6.2.1.-|Acid--thiol ligases.	00281|Geraniol degradation;00350|Tyrosine metabolism;00362|Benzoate degradation via hydroxylation;00364|Fluorobenzoate degradation;00592|alpha-Linolenic acid metabolism;00627|1,4-Dichlorobenzene degradation;00640|Propanoate metabolism;00642|Ethylbenzene degradation;00720|Reductive carboxylate cycle (CO2 fixation);00903|Limonene and pinene degradation;00930|Caprolactam degradation;00960|Tropane, piperidine and pyridine alkaloid biosynthesis
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1071		VBIPseAer79785_1071		1125963	1126166	+	204		FIG00960878: hypothetical protein	FIG00960877	PLF_286_00005417	PGF_00277808			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1072	PA14_13130	VBIPseAer79785_1072	Q02S92	1126214	1128139	+	1926		hypothetical protein	FIG00003027	PLF_286_00001606	PGF_00326293			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1073	PA14_13140	VBIPseAer79785_1073	Q02S91	1128200	1129567	+	1368		hypothetical protein	FIG00002188	PLF_286_00004028	PGF_00327664			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1074	PA14_13150	VBIPseAer79785_1074	Q02S90	1129901	1132621	+	2721		Transcriptional regulator, LuxR family	FIG00450061	PLF_286_00003573	PGF_00059458			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1075	PA14_13170	VBIPseAer79785_1075	Q02S89	1132653	1135031	-	2379		Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	FIG00658111	PLF_286_00000576	PGF_00016810	GO:0004008|copper-exporting ATPase activity	3.6.3.3|Cadmium-exporting ATPase;3.6.3.4|Copper-exporting ATPase	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1076		VBIPseAer79785_1076		1135355	1135546	-	192		FIG00955242: hypothetical protein	FIG00955239	PLF_286_00005812	PGF_02999132			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1077	PA14_13190	VBIPseAer79785_1077	Q02S88	1135535	1136926	+	1392		Predicted ATPase related to phosphate starvation-inducible protein PhoH	FIG00075426	PLF_286_00000491	PGF_00035502			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1078	PA14_13200	VBIPseAer79785_1078	Q02S87	1137043	1137819	+	777		FIG00959066: hypothetical protein	FIG01425664	PLF_286_00007819	PGF_00187235			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1079	PA14_13210	VBIPseAer79785_1079	Q02S86	1137829	1138011	-	183		FIG00953939: hypothetical protein	FIG00953938	PLF_286_00007961	PGF_03010972			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1080	PA14_13220	VBIPseAer79785_1080	Q02S85	1138174	1138602	-	429		Arsenate reductase (EC 1.20.4.1)	FIG00000770	PLF_286_00007740	PGF_03009893	GO:0008794|arsenate reductase (glutaredoxin) activity	1.20.4.1|Arsenate reductase (glutaredoxin)	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1081	PA14_13230	VBIPseAer79785_1081	Q02S84	1138820	1139302	+	483	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	FIG00053487	PLF_286_00000090	PGF_00419913			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1082	PA14_13240	VBIPseAer79785_1082	Q02S83	1139299	1139550	+	252	moaD	Molybdopterin synthase sulfur carrier subunit	FIG00003839	PLF_286_00001535	PGF_00022563			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1083	PA14_13250	VBIPseAer79785_1083	Q02S82	1139555	1140007	+	453	moaE	Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)	FIG01304535	PLF_286_00000103	PGF_00022552	GO:0030366|molybdopterin synthase activity	2.8.1.12|Molybdopterin synthase	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1084	PA14_13260	VBIPseAer79785_1084	Q02S81	1140109	1140666	+	558	moaB1	Molybdenum cofactor biosynthesis protein MoaB	FIG00032229	PLF_286_00002538	PGF_00022467			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1085	PA14_13280	VBIPseAer79785_1085	Q02S80	1140789	1141886	+	1098	moeA1	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	FIG00018218	PLF_286_00001844	PGF_00022526	GO:0061599|molybdopterin molybdotransferase activity	2.10.1.1|Molybdopterin molybdotransferase	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1086	PA14_13290	VBIPseAer79785_1086	Q02S79	1142001	1142996	+	996		Putative protease	FIG00814319	PLF_286_00001868	PGF_00043365			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1087	PA14_13300	VBIPseAer79785_1087	Q02S78	1143008	1143898	+	891		Putative protease	FIG00953384	PLF_286_00001945	PGF_00043365			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1088	PA14_13320	VBIPseAer79785_1088	Q02S77	1143892	1144407	+	516		Putative lipid carrier protein	FIG00138517	PLF_286_00001811	PGF_00041875			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1089	PA14_13330	VBIPseAer79785_1089	Q02S76	1144668	1146221	+	1554		Phosphodiesterase/alkaline phosphatase D	FIG01356583	PLF_286_00002541	PGF_00033381			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1090	PA14_13340	VBIPseAer79785_1090	Q02S75	1146258	1148600	+	2343		Extracellular deoxyribonuclease PA3909 (required for catabolism of external DNA)	FIG00161025	PLF_286_00003965	PGF_00425244			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1091	PA14_13350	VBIPseAer79785_1091	Q02S74	1148922	1149641	-	720		hypothetical protein	FIG00958658	PLF_286_00004517	PGF_02993338			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1092	PA14_13360	VBIPseAer79785_1092	Q02S73	1149638	1150264	-	627		hypothetical protein	FIG00953524	PLF_286_00003423	PGF_00251055			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1093	PA14_13370	VBIPseAer79785_1093	Q02S72	1150420	1150803	-	384		hypothetical protein	FIG00956076	PLF_286_00004844	PGF_00371694			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1094	PA14_13380	VBIPseAer79785_1094	Q02S71	1150796	1151323	-	528		hypothetical protein	FIG00957104	PLF_286_00004118	PGF_00193109			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1095	PA14_13390	VBIPseAer79785_1095	Q02S70	1151320	1151715	-	396		hypothetical protein	FIG00961201	PLF_286_00004841	PGF_00297628			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1096	PA14_13410	VBIPseAer79785_1096	Q02S69	1152100	1153683	-	1584	prfC	Peptide chain release factor 3	FIG00000560	PLF_286_00000361	PGF_00030643	GO:0005525|GTP binding;GO:0006412|translation		
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1097	PA14_13420	VBIPseAer79785_1097	Q02S68	1153904	1154365	+	462		Inhibitor of vertebrate lysozyme precursor	FIG00006599	PLF_286_00004316	PGF_00014085			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1098	PA14_13430	VBIPseAer79785_1098	Q02S67	1154465	1156819	-	2355	fecA	Iron(III) dicitrate transport protein FecA @ Iron siderophore receptor protein	FIG01954419	PLF_286_00003535	PGF_00015396			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1099	PA14_13450	VBIPseAer79785_1099	Q02S66	1156914	1157867	-	954		Iron siderophore sensor protein	FIG00039521	PLF_286_00004185	PGF_00015349			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1100	PA14_13460	VBIPseAer79785_1100	Q02S65	1157864	1158373	-	510		FIG006045: Sigma factor, ECF subfamily	FIG00129552	PLF_286_00003876	PGF_00426883			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1101	PA14_13470	VBIPseAer79785_1101	Q02S64	1158474	1159364	-	891		Transcriptional regulator, AraC family	FIG00510130	PLF_286_00003742	PGF_00058955			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1102	PA14_13490	VBIPseAer79785_1102	Q02S63	1159481	1160383	+	903		Permease of the drug/metabolite transporter (DMT) superfamily	FIG00846773	PLF_286_00001177	PGF_00031251	GO:0016020|membrane		
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1103	PA14_13500	VBIPseAer79785_1103	Q02S62	1160401	1161378	-	978		Glyoxylate reductase (EC 1.1.1.79) / Glyoxylate reductase (EC 1.1.1.26) / Hydroxypyruvate reductase (EC 1.1.1.81); 2-ketoaldonate reductase, broad specificity (EC 1.1.1.215) (EC 1.1.1.-)	FIG00133016	PLF_286_00003307	PGF_00010170		1.1.1.215|Gluconate 2-dehydrogenase;1.1.1.26|Glyoxylate reductase;1.1.1.79|Glyoxylate reductase (NADP(+));1.1.1.81|Hydroxypyruvate reductase	00030|Pentose phosphate pathway;00260|Glycine, serine and threonine metabolism;00620|Pyruvate metabolism;00630|Glyoxylate and dicarboxylate metabolism;00630|Glyoxylate and dicarboxylate metabolism;00630|Glyoxylate and dicarboxylate metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1104	PA14_13510	VBIPseAer79785_1104	Q02S61	1161473	1162426	-	954		Transcriptional regulator, LysR family	FIG00001509	PLF_286_00002792	PGF_00059484			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1105	PA14_13520	VBIPseAer79785_1105	Q02S60	1162672	1164162	+	1491		Fusaric acid resistance protein FusA	FIG00004305	PLF_286_00003112	PGF_00006637			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1106	PA14_13530	VBIPseAer79785_1106	Q02S59	1164159	1166354	+	2196		Fusaric acid resistance protein FusB / Fusaric acid resistance protein FusC	FIG00005204	PLF_286_00002779	PGF_00006638			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1107		VBIPseAer79785_1107		1166344	1166544	+	201		Fusaric acid resistance protein FusD	FIG01322454	PLF_286_00003623	PGF_00006642			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1108	PA14_13560	VBIPseAer79785_1108	Q02S58	1166581	1167489	+	909		Fusaric acid resistance protein FusE	FIG00001080	PLF_286_00004402	PGF_00006645			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1109	PA14_13580	VBIPseAer79785_1109	Q02S57	1167617	1168780	-	1164		Glycine betaine/L-proline transport ATP-binding protein ProV (TC 3.A.1.12.1)	FIG00008556	PLF_286_00004638	PGF_00008706			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1110	PA14_13590	VBIPseAer79785_1110	Q02S56	1168793	1169455	-	663		ABC transporter, permease protein	FIG00005559	PLF_286_00004152	PGF_00004902			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1111	PA14_13600	VBIPseAer79785_1111	Q02S55	1169455	1170390	-	936		probable binding protein component of ABC transporter	FIG00954572	PLF_286_00003602	PGF_00404099			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1112	PA14_13610	VBIPseAer79785_1112	Q02S54	1170390	1171112	-	723		ABC transporter, permease protein	FIG00005559	PLF_286_00004473	PGF_00004978			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1113	PA14_13620	VBIPseAer79785_1113	Q02S53	1171554	1172828	+	1275	nhaP	Na+/H+ antiporter NhaP	FIG01288745	PLF_286_00002435	PGF_00025301			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1114	PA14_13630	VBIPseAer79785_1114	Q02S52	1172887	1173132	-	246		Amino acid transporters	FIG01316294	PLF_286_00004624	PGF_00052691			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1115	PA14_13650	VBIPseAer79785_1115	Q02S51	1173163	1174062	-	900		hypothetical protein	FIG00960550	PLF_286_00003146	PGF_00099197			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1116	PA14_13660	VBIPseAer79785_1116	Q02S50	1174167	1174823	-	657		Protein tyrosine/serine phosphatase	FIG01347448	PLF_286_00003891	PGF_00038699			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1117	PA14_13670	VBIPseAer79785_1117	Q02S49	1174918	1175304	-	387		hypothetical protein	FIG00959901	PLF_286_00004598	PGF_02993371			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1118	PA14_13680	VBIPseAer79785_1118	Q02S48	1175325	1176155	-	831		Putative short-chain dehydrogenase	FIG00445780	PLF_286_00005265	PGF_02996577			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1119	PA14_13690	VBIPseAer79785_1119	Q02S47	1176243	1176992	-	750		SAM-dependent methyltransferases	FIG00481373	PLF_286_00004575	PGF_00049630			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1120	PA14_13710	VBIPseAer79785_1120	Q02S46	1177008	1177472	-	465		Permeases of the drug/metabolite transporter (DMT) superfamily	FIG01307847	PLF_286_00005127	PGF_00031385			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1121	PA14_13720	VBIPseAer79785_1121	Q02S45	1177638	1178033	-	396		hypothetical protein	FIG00954413	PLF_286_00002008	PGF_00288677			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1122	PA14_13730	VBIPseAer79785_1122	Q02S44	1178118	1178777	-	660	narL	Nitrate/nitrite response regulator protein NarL	FIG00001173	PLF_286_00003235	PGF_00025709			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1123	PA14_13740	VBIPseAer79785_1123	Q02S43	1178774	1180642	-	1869	narX	Nitrate/nitrite sensor protein NarQ	FIG00001040	PLF_286_00003796	PGF_00025720			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1124	PA14_13750	VBIPseAer79785_1124	Q02S42	1180817	1182112	+	1296	narK1	Nitrate/nitrite transporter NarK	FIG00005529	PLF_286_00005397	PGF_00025736			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1125	PA14_13770	VBIPseAer79785_1125	Q02S41	1182125	1183531	+	1407	narK2	Nitrate/nitrite transporter NarK	FIG00005529	PLF_286_00001885	PGF_00025736			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1126	PA14_13780	VBIPseAer79785_1126	Q02S40	1183607	1187392	+	3786	narG	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	FIG00001044	PLF_286_00001693	PGF_00047729	GO:0008940|nitrate reductase activity	1.7.99.4|Nitrate reductase	00910|Nitrogen metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1127	PA14_13800	VBIPseAer79785_1127	Q02S39	1187404	1188945	+	1542	narH	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	FIG00001035	PLF_286_00001754	PGF_00047730	GO:0008940|nitrate reductase activity	1.7.99.4|Nitrate reductase	00910|Nitrogen metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1128	PA14_13810	VBIPseAer79785_1128	Q02S38	1188951	1189691	+	741	narJ	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	FIG00001138	PLF_286_00003032	PGF_00047732	GO:0008940|nitrate reductase activity	1.7.99.4|Nitrate reductase	00910|Nitrogen metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1129	PA14_13830	VBIPseAer79785_1129	Q02S37	1189694	1190377	+	684	narI	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	FIG00001079	PLF_286_00001830	PGF_00047734	GO:0008940|nitrate reductase activity	1.7.99.4|Nitrate reductase	00910|Nitrogen metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1130	PA14_13840	VBIPseAer79785_1130	Q02S36	1190432	1191250	+	819		Peptidyl-prolyl cis-trans isomerase PpiD (EC 5.2.1.8)	FIG01273262	PLF_286_00004713	PGF_00030824	GO:0003755|peptidyl-prolyl cis-trans isomerase activity	5.2.1.8|Peptidylprolyl isomerase	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1131	PA14_13850	VBIPseAer79785_1131	Q02S35	1191307	1192296	+	990	moaA	Cyclic pyranopterin phosphate synthase (MoaA) (EC 4.1.99.18)	FIG00002018	PLF_286_00001930	PGF_00419922	GO:0061597|cyclic pyranopterin monophosphate synthase activity	4.1.99.18|Cyclic pyranopterin phosphate synthase	
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1132	PA14_13860	VBIPseAer79785_1132	Q02S34	1192303	1192440	-	138		hypothetical protein		PLF_286_00011716	PGF_02951805			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1133	PA14_13870	VBIPseAer79785_1133	Q02S33	1192617	1193000	-	384		Type II secretory pathway, component ExeA (predicted ATPase)	FIG00957363	PLF_286_00010686	PGF_02943500			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1134	PA14_13890	VBIPseAer79785_1134	Q02S31	1193191	1194273	-	1083		putative integrase protein	FIG00858650	PLF_286_00008958	PGF_00407720			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1135		VBIPseAer79785_1135		1194757	1195161	-	405		Probable DNA invertase	FIG00956437	PLF_286_00016413	PGF_00036785			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1136		VBIPseAer79785_1136		1195176	1195316	-	141		hypothetical protein		PLF_286_00019124	PGF_02983354			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1137	PA14_13940	VBIPseAer79785_1137	Q02S29	1196203	1197924	+	1722		colicin/pyosin nuclease family protein	FIG00958694	PLF_286_00006832	PGF_00069931			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1138	PA14_13990	VBIPseAer79785_1138	Q02S25	1199242	1200033	+	792		Arginine/ornithine ABC transporter, periplasmic arginine/ornithine binding protein	FIG00137745	PLF_286_00002443	PGF_00064573			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1139	PA14_14000	VBIPseAer79785_1139	Q02S24	1200057	1200689	-	633		YheO-like PAS domain	FIG00948158	PLF_286_00001601	PGF_00067346			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1140	PA14_14010	VBIPseAer79785_1140	Q02S23	1200752	1201879	-	1128		Glycine/D-amino acid oxidases (deaminating)	FIG00002093	PLF_286_00004405	PGF_00008825			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1141	PA14_14020	VBIPseAer79785_1141	Q02S22	1201902	1202849	-	948		Ornithine cyclodeaminase (EC 4.3.1.12)	FIG00000614	PLF_286_00001600	PGF_00027522	GO:0008473|ornithine cyclodeaminase activity	4.3.1.12|Ornithine cyclodeaminase	00330|Arginine and proline metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1142	PA14_14040	VBIPseAer79785_1142	Q02S21	1203010	1204533	-	1524	rhl	ATP-dependent RNA helicase RhlB	FIG00001917	PLF_286_00000557	PGF_00017579			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1143		VBIPseAer79785_1143		1204550	1204795	-	246		hypothetical protein	FIG00955207	PLF_286_00006442	PGF_00138605			
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1144	PA14_14060	VBIPseAer79785_1144	Q02S20	1204817	1206715	+	1899		Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	FIG00018699	PLF_286_00002347	PGF_00017565	GO:0004467|long-chain-fatty-acid-CoA ligase activity	6.2.1.3|Long-chain-fatty-acid--CoA ligase	00071|Fatty acid metabolism
208963.12	Pseudomonas aeruginosa UCBPP-PA14	NC_008463	PATRIC	CDS	fig|208963.12.peg.1145	PA14_14080	VBIPseAer79785_1145	Q02S19	1206731	1207378	-	648		Carboxylesterase PA3859	FIG01338851	PLF_286_00004547	PGF_00416573			
