genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.528		VBINeiMen132687_0528		433744	433938	+	195		hypothetical protein		PLF_482_00003312	PGF_02496439			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.529	NMA0455	VBINeiMen132687_0529	A1IPR8	433948	434103	+	156		hypothetical protein, len: 51aa	FIG00848059	PLF_482_00001709	PGF_02493390			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.530		VBINeiMen132687_0530		434073	434222	-	150		FIG00849316: hypothetical protein	FIG00849313	PLF_482_00001897	PGF_02495384			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.531	NMA0456	VBINeiMen132687_0531	A1IPR9	434232	434531	+	300		Putative inner membrane protein		PLF_482_00001703	PGF_02493326			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.532		VBINeiMen132687_0532		434553	434681	-	129		FIG00850387: hypothetical protein	FIG00850385	PLF_482_00003014	PGF_02496216			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.533	NMA0457	VBINeiMen132687_0533	A1IPS0	434665	439014	+	4350		hypothetical protein	FIG00847673	PLF_482_00001297	PGF_00251055			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.534		VBINeiMen132687_0534		439002	439115	-	114		FIG00850400: hypothetical protein	FIG01388330	PLF_482_00001824	PGF_02494624			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.535	NMA0458	VBINeiMen132687_0535	A1IPS1	439330	440442	-	1113		Mobile element protein	FIG01306568	PLF_482_00000004	PGF_00022162			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.536	NMA0459	VBINeiMen132687_0536	A1IPS2	440504	441175	-	672		Huntingtin interacting protein E-like protein	FIG00849619	PLF_482_00001628	PGF_02492540			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.537		VBINeiMen132687_0537		441460	441777	+	318		Mobile element protein	FIG01306568	PLF_482_00000004	PGF_00022162			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.538	NMA0462	VBINeiMen132687_0538	A1IPS3	441995	444946	-	2952		DNA polymerase I (EC 2.7.7.7)	FIG00000404	PLF_482_00000325	PGF_00421471	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.539	NMA0463	VBINeiMen132687_0539	Q9JWB0	444957	445463	-	507		S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS	FIG00000845	PLF_482_00001208	PGF_00049433	GO:0043768|S-ribosylhomocysteine lyase activity	4.4.1.21|S-ribosylhomocysteine lyase	00270|Cysteine and methionine metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.540	NMA0464	VBINeiMen132687_0540	A1IPS5	445485	445904	-	420		hypothetical protein	FIG00847130	PLF_482_00001128	PGF_00291618			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.541	NMA0465	VBINeiMen132687_0541	Q9JWA8	445930	446946	-	1017		UPF0324 inner membrane protein YeiH	FIG01056920	PLF_482_00002237	PGF_00064314			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.542	NMA0466	VBINeiMen132687_0542	P56993	446973	447296	-	324	cyaY	Frataxin homolog CyaY, facilitates Fe-S cluster assembly, interacts with IscS	FIG00001224	PLF_482_00001097	PGF_00006336			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.543	NMA0467	VBINeiMen132687_0543	A1IPS8	447367	447537	+	171		putative lipoprotein	FIG00731883	PLF_482_00001303	PGF_02489303			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.544	NMA0468	VBINeiMen132687_0544	Q9JWA6	447548	448768	+	1221		Diaminopimelate decarboxylase (EC 4.1.1.20)	FIG00138250	PLF_482_00001019	PGF_00423094	GO:0008836|diaminopimelate decarboxylase activity	4.1.1.20|Diaminopimelate decarboxylase	00300|Lysine biosynthesis
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.545	NMA0470	VBINeiMen132687_0545	A1IPT0	448917	450452	-	1536		Sodium-dependent transporter	FIG01308542	PLF_482_00000892	PGF_00053379			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.546	NMA0471	VBINeiMen132687_0546	A1IPT1	450665	451318	-	654		Mobile element protein	FIG01306568	PLF_482_00000010	PGF_00022147			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.547		VBINeiMen132687_0547		451372	451524	-	153		hypothetical protein		PLF_482_00002799	PGF_02496053			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.548	NMA0472	VBINeiMen132687_0548	Q9JWA3	451547	451837	+	291	groES	Heat shock protein 60 family co-chaperone GroES	FIG00009229	PLF_482_00001024	PGF_00010964	GO:0005524|ATP binding;GO:0006457|protein folding		
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.549	NMA0473	VBINeiMen132687_0549	P57006	451930	453564	+	1635	groEL	Heat shock protein 60 family chaperone GroEL	FIG00000056	PLF_482_00000328	PGF_00010961	GO:0005515|protein binding;GO:0005524|ATP binding;GO:0044267|cellular protein metabolic process		
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.550		VBINeiMen132687_0550		453680	453832	+	153		hypothetical protein	FIG01453646	PLF_482_00002212	PGF_02495606			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.551		VBINeiMen132687_0551		453989	454144	-	156		FIG00846992: hypothetical protein	FIG00846991	PLF_482_00002049	PGF_02495497			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.552	NMA0474	VBINeiMen132687_0552	Q9JWA2	454152	456584	-	2433		Outer membrane hemoglobin-haptoglobin utilization protein HpuB	FIG01303428	PLF_482_00001728	PGF_00027794			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.553	NMA0475	VBINeiMen132687_0553	A1IPT5	456615	457688	-	1074		hypothetical protein	FIG00848536	PLF_482_00001879	PGF_00352258			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.554		VBINeiMen132687_0554		457827	457955	-	129		FIG00848829: hypothetical protein	FIG00848827	PLF_482_00002025	PGF_02495481			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.555		VBINeiMen132687_0555		458101	458235	+	135		PilS cassette	FIG00099389	PLF_482_00000017	PGF_02493294			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.556		VBINeiMen132687_0556		458181	458294	-	114		hypothetical protein		PLF_482_00000007	PGF_02498541			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.557		VBINeiMen132687_0557		458427	458558	+	132		PilS cassette	FIG00099389	PLF_482_00000017	PGF_02493294			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.558		VBINeiMen132687_0558		458790	458912	+	123		FIG00847153: hypothetical protein	FIG00847152	PLF_482_00002062	PGF_02495507			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.559	NMA0476	VBINeiMen132687_0559	A1IPT6	459148	460473	+	1326		FIG140336: TPR domain protein	FIG00555909	PLF_482_00001561	PGF_02491833			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.560	NMA0477	VBINeiMen132687_0560	A1IPT7	460532	462313	-	1782		Para-aminobenzoate synthase, aminase component (EC 2.6.1.85) / Aminodeoxychorismate lyase (EC 4.1.3.38)	FIG00001397	PLF_482_00000556	PGF_00030008	GO:0008696|4-amino-4-deoxychorismate lyase activity	2.6.1.85|Aminodeoxychorismate synthase;4.1.3.38|Aminodeoxychorismate lyase	00790|Folate biosynthesis;00790|Folate biosynthesis
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.561	NMA0478	VBINeiMen132687_0561	A1IPT8	463713	466574	-	2862		hypothetical protein	FIG00097084	PLF_482_00000176	PGF_00086359			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.562		VBINeiMen132687_0562		467508	467615	+	108		hypothetical protein	FIG00850034	PLF_482_00000001	PGF_02487153			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.563		VBINeiMen132687_0563		467516	467674	-	159		hypothetical protein	FIG00638284	PLF_482_00000007	PGF_02498541			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.564		VBINeiMen132687_0564		467606	467770	+	165		hypothetical protein		PLF_482_00000001	PGF_02487153			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.565	NMA0480	VBINeiMen132687_0565	A1IPT9	468118	469545	-	1428	aldA	Aldehyde dehydrogenase A (EC 1.2.1.22)	FIG00005340	PLF_482_00000190	PGF_00038347	GO:0008911|lactaldehyde dehydrogenase activity	1.2.1.22|Lactaldehyde dehydrogenase	00620|Pyruvate metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.566	NMA0481	VBINeiMen132687_0566	A1IPU0	469595	469795	-	201		FIG00847548: hypothetical protein	FIG00847544	PLF_482_00004046	PGF_00251055			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.567		VBINeiMen132687_0567		469983	470120	-	138		FIG00849748: hypothetical protein	FIG00849747	PLF_482_00002530	PGF_02495855			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.568	NMA0483	VBINeiMen132687_0568	A1IPU2	470401	471318	-	918		Transcriptional regulator, AraC family	FIG00510130	PLF_482_00000238	PGF_00058955			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.569		VBINeiMen132687_0569		471338	471463	-	126		hypothetical protein	FIG00846980	PLF_482_00001778	PGF_02494131			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.570	NMA0485	VBINeiMen132687_0570	A1IPU3	471491	472291	+	801		Phospholipid ABC transporter ATP-binding protein MlaF	FIG00137806	PLF_482_00001113	PGF_00033737			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.571	NMA0486	VBINeiMen132687_0571	A1IPU4	472339	473115	+	777		Phospholipid ABC transporter permease protein MlaE	FIG00065865	PLF_482_00001204	PGF_00033739			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.572	NMA0487	VBINeiMen132687_0572	A1IPU5	473166	473660	+	495		Phospholipid ABC transporter substrate-binding protein MlaD	FIG00002806	PLF_482_00001161	PGF_00033753			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.573	NMA0488	VBINeiMen132687_0573	A1IPU6	473697	474287	+	591		Phospholipid ABC transporter shuttle protein MlaC	FIG00002330	PLF_482_00000332	PGF_00033749			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.574	NMA0489	VBINeiMen132687_0574	A1IPU7	474344	474622	+	279		Phospholipid ABC transporter-binding protein MlaB	FIG00848395	PLF_482_00001319	PGF_02489434			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.575	NMA0490	VBINeiMen132687_0575	A1IPU8	474619	475458	+	840		Outer-membrane-phospholipid-binding lipoprotein MlaA	FIG00537255	PLF_482_00000957	PGF_00028486			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.576	NMA0491	VBINeiMen132687_0576	A1IPU9	475463	475945	+	483		hypothetical protein, len: 160aa	FIG01339965	PLF_482_00001328	PGF_00399777			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.577	NMA0492	VBINeiMen132687_0577	A1IPV0	475945	476328	+	384		hypothetical protein	FIG00002515	PLF_482_00001544	PGF_00289669			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.578	NMA0493	VBINeiMen132687_0578	A1IPV1	476325	476813	+	489		Thiol:disulfide interchange protein tlpA	FIG01320066	PLF_482_00001175	PGF_00056684			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.579	NMA0494	VBINeiMen132687_0579	A1IPV2	476895	477404	-	510		Galactoside O-acetyltransferase (EC 2.3.1.18)	FIG01326023	PLF_482_00001684	PGF_00007141	GO:0008870|galactoside O-acetyltransferase activity	2.3.1.18|Galactoside O-acetyltransferase	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.580	NMA0495	VBINeiMen132687_0580	P66189	477615	477857	+	243	rpmE	LSU ribosomal protein L31p @ LSU ribosomal protein L31p, zinc-dependent	FIG01956156	PLF_482_00000329	PGF_00016399	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.581	NMA0496	VBINeiMen132687_0581	A1IPV4	478334	478801	+	468		Cadmium resistance protein	FIG00008221	PLF_482_00001382	PGF_00416153			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.582	NMA0497	VBINeiMen132687_0582	A1IPV5	478957	480633	+	1677		probable inner membrane protein NMA0497	FIG00847637	PLF_482_00000211	PGF_00404285			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.583	NMA0498	VBINeiMen132687_0583	A1IPV6	480735	481340	+	606		Stringent starvation protein A	FIG00001437	PLF_482_00000254	PGF_00054301			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.584	NMA0499	VBINeiMen132687_0584	A1IPV7	481412	481804	+	393	regG	Stringent starvation protein B	FIG00010140	PLF_482_00001060	PGF_00054302			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.585		VBINeiMen132687_0585		481828	481956	+	129		FIG00850002: hypothetical protein	FIG00850001	PLF_482_00002630	PGF_02495930			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.586		VBINeiMen132687_0586		482026	482163	+	138		FIG00848304: hypothetical protein	FIG00848303	PLF_482_00005057	PGF_02497423			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.587	NMA0501	VBINeiMen132687_0587	A1IPV8	482129	482641	-	513		Transamidase GatB domain protein	FIG00012764	PLF_482_00000255	PGF_00057402			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.588	NMA0502	VBINeiMen132687_0588	P66518	482707	482919	-	213	rpsU	SSU ribosomal protein S21p	FIG00000178	PLF_482_00000274	PGF_00049867	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.589		VBINeiMen132687_0589		483081	483200	-	120		FIG00849652: hypothetical protein	FIG00849651	PLF_482_00003131	PGF_02496313			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.590	NMA0503	VBINeiMen132687_0590	A1IPW0	483208	485058	-	1851		Soluble lytic murein transglycosylase precursor (EC 3.2.1.-)	FIG00002289	PLF_482_00000174	PGF_00053551		3.2.1.-|Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.	00053|Ascorbate and aldarate metabolism;00130|Ubiquinone and other terpenoid-quinone biosynthesis;00531|Glycosaminoglycan degradation
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.591		VBINeiMen132687_0591		485346	485525	-	180		FIG00849521: hypothetical protein	FIG00849517	PLF_482_00001799	PGF_02494358			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.592	NMA0504	VBINeiMen132687_0592	A1IPW1	485588	486325	+	738		Methionine ABC transporter ATP-binding protein	FIG00006151	PLF_482_00000267	PGF_00020712	GO:0005524|ATP binding;GO:0016887|ATPase activity		
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.593	NMA0505	VBINeiMen132687_0593	A1IPW2	486327	487013	+	687		Methionine ABC transporter permease protein	FIG00045144	PLF_482_00000293	PGF_00020729	GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane		
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.594	NMA0506	VBINeiMen132687_0594	A1IPW3	487103	487966	+	864		Methionine ABC transporter substrate-binding protein	FIG00047509	PLF_482_00000268	PGF_00020731			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.595	NMA0507	VBINeiMen132687_0595	Q9JW78	488028	488585	-	558		3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX (EC 4.1.1.-)	FIG00000573	PLF_482_00000381	PGF_00421827		4.1.1.-|Carboxy-lyases.	00053|Ascorbate and aldarate metabolism;00130|Ubiquinone and other terpenoid-quinone biosynthesis;00230|Purine metabolism;00330|Arginine and proline metabolism;00350|Tyrosine metabolism;00351|1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane (DDT) degradation;00360|Phenylalanine metabolism;00362|Benzoate degradation via hydroxylation;00380|Tryptophan metabolism;00620|Pyruvate metabolism;00621|Biphenyl degradation;00622|Toluene and xylene degradation;00624|1- and 2-Methylnaphthalene degradation;00625|Tetrachloroethene degradation;00626|Naphthalene and anthracene degradation;00940|Phenylpropanoid biosynthesis
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.596		VBINeiMen132687_0596		488572	488709	+	138		beta-hexosaminidase precursor	FIG00847085	PLF_482_00001381	PGF_02490004			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.597	NMA0508	VBINeiMen132687_0597	Q9JW77	488755	489615	+	861		Chromosome (plasmid) partitioning protein ParB / Stage 0 sporulation protein J	FIG00021843	PLF_482_00001012	PGF_00417948			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.598	NMA0510	VBINeiMen132687_0598	A1IPW6	489750	490088	+	339		FIG00847724: hypothetical protein	FIG00847723	PLF_482_00001396	PGF_00356424			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.599	NMA0511	VBINeiMen132687_0599	A1IPW7	490197	490961	+	765		Mobile element protein	FIG01306568	PLF_482_00000008	PGF_00022162			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.600	NMA0512	VBINeiMen132687_0600	A1IPW8	491540	491893	+	354		putative ATP synthase I	FIG01332367	PLF_482_00000990	PGF_02500697			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.601	NMA0513	VBINeiMen132687_0601	A1IPW9	491883	492749	+	867	atpB	ATP synthase F0 sector subunit a (EC 3.6.3.14)	FIG00000138	PLF_482_00000242	PGF_00015039		3.6.3.14|H(+)-transporting two-sector ATPase	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.602	NMA0514	VBINeiMen132687_0602	A1IPX0	492806	493042	+	237	atpE	ATP synthase F0 sector subunit c (EC 3.6.3.14)	FIG00017607	PLF_482_00000286	PGF_00015142		3.6.3.14|H(+)-transporting two-sector ATPase	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.603	NMA0515	VBINeiMen132687_0603	A1IPX1	493113	493583	+	471	atpF	ATP synthase F0 sector subunit b (EC 3.6.3.14)	FIG00000186	PLF_482_00000212	PGF_00015071		3.6.3.14|H(+)-transporting two-sector ATPase	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.604	NMA0516	VBINeiMen132687_0604	A1IPX2	493588	494121	+	534	atpH	ATP synthase delta chain (EC 3.6.3.14)	FIG00000262	PLF_482_00000308	PGF_00015218	GO:0046933|hydrogen ion transporting ATP synthase activity, rotational mechanism;GO:0046961|hydrogen ion transporting ATPase activity, rotational mechanism	3.6.3.14|H(+)-transporting two-sector ATPase	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.605	NMA0517	VBINeiMen132687_0605	Q9JW72	494132	495679	+	1548	atpA	ATP synthase alpha chain (EC 3.6.3.14)	FIG00000082	PLF_482_00000223	PGF_00015154	GO:0046933|hydrogen ion transporting ATP synthase activity, rotational mechanism;GO:0046961|hydrogen ion transporting ATPase activity, rotational mechanism	3.6.3.14|H(+)-transporting two-sector ATPase	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.606	NMA0518	VBINeiMen132687_0606	Q9JW71	495704	496579	+	876	atpG	ATP synthase gamma chain (EC 3.6.3.14)	FIG00023994	PLF_482_00000258	PGF_00015259	GO:0046933|hydrogen ion transporting ATP synthase activity, rotational mechanism;GO:0046961|hydrogen ion transporting ATPase activity, rotational mechanism	3.6.3.14|H(+)-transporting two-sector ATPase	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.607	NMA0519	VBINeiMen132687_0607	Q9JW70	496617	498014	+	1398	atpD	ATP synthase beta chain (EC 3.6.3.14)	FIG00040241	PLF_482_00000287	PGF_00015179	GO:0046933|hydrogen ion transporting ATP synthase activity, rotational mechanism;GO:0046961|hydrogen ion transporting ATPase activity, rotational mechanism	3.6.3.14|H(+)-transporting two-sector ATPase	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.608	NMA0520	VBINeiMen132687_0608	Q9JW69	498025	498447	+	423	atpC	ATP synthase epsilon chain (EC 3.6.3.14)	FIG00000249	PLF_482_00000243	PGF_00015235	GO:0046933|hydrogen ion transporting ATP synthase activity, rotational mechanism;GO:0046961|hydrogen ion transporting ATPase activity, rotational mechanism	3.6.3.14|H(+)-transporting two-sector ATPase	00190|Oxidative phosphorylation;00195|Photosynthesis;00680|Methane metabolism
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.609	NMA0521	VBINeiMen132687_0609	P67028	498802	499707	+	906	glyQ	Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14)	FIG00000458	PLF_482_00000938	PGF_00009967	GO:0004820|glycine-tRNA ligase activity	6.1.1.14|Glycine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.610	NMA0522	VBINeiMen132687_0610	A1IPX8	499784	500194	+	411		hypothetical protein	FIG00850032	PLF_482_00001866	PGF_02495073			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.611	NMA0523	VBINeiMen132687_0611	Q9JW67	500215	502278	+	2064	glyS	Glycyl-tRNA synthetase beta chain (EC 6.1.1.14)	FIG00000448	PLF_482_00000444	PGF_00009970	GO:0004820|glycine-tRNA ligase activity	6.1.1.14|Glycine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.612	NMA0524	VBINeiMen132687_0612	A1IPY0	502295	503383	+	1089		Glycosyltransferase	FIG00007960	PLF_482_00000143	PGF_00189925			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.613	NMA0525	VBINeiMen132687_0613	P57033	503383	504222	+	840		LgtB	FIG00847053	PLF_482_00000061	PGF_02498004			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.614		VBINeiMen132687_0614		504234	504371	+	138		LgtA		PLF_482_00000143	PGF_00189925			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.615	NMA0527	VBINeiMen132687_0615	A1IPY2	504371	505177	+	807		LgtB	FIG00847053	PLF_482_00000061	PGF_02498004			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.616		VBINeiMen132687_0616		506469	506594	-	126		FIG00847997: hypothetical protein	FIG00847996	PLF_482_00000002	PGF_00169259			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.617		VBINeiMen132687_0617		506568	506735	+	168		FIG00847299: hypothetical protein	FIG00847296	PLF_482_00001950	PGF_02495422			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.618		VBINeiMen132687_0618		506739	506864	-	126		FIG00847997: hypothetical protein	FIG00847996	PLF_482_00000002	PGF_00169259			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.619		VBINeiMen132687_0619		506838	507065	+	228		FIG00847299: hypothetical protein	FIG00847296	PLF_482_00000002	PGF_00169259			
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.620	NMA0528	VBINeiMen132687_0620	A1IPY3	507126	507851	-	726		16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)	FIG00000248	PLF_482_00000828	PGF_00010205		2.1.1.193|16S rRNA (uracil(1498)-N(3))-methyltransferase	
122587.5	Neisseria meningitidis Z2491	NC_003116	PATRIC	CDS	fig|122587.5.peg.621		VBINeiMen132687_0621		507909	508040	-	132		Mobile element protein	FIG01306568	PLF_482_00000006	PGF_00022162			
